,comment,sentiment
1636,لطفا سریالی ساخته بشه با خوانندگی بیشتر رحمان و رحیم,0
1637,کلاس بازیگری نمیزارن اقای تنابنده؟ ,1
1638,سلام ضمن تشکر از آقای LINK دو تا موضوع را یادآوری کنم اول راجب اسم سریال که فقط با قسمت اول سنخیت داشت و دوم اون قسمت مربوط به سوریه و داعش که احساسات مردم را جریحه دار کرد ومردم را گریاند تا بخنداند وای کاش بجای داعش در سوریه روی مسائل دیگر مثلا مکانهای زیارتی میچرخید و میتوانست بیشتر مردم را شاد کند,0
1639,امروز بهتاش رو نمیارید؟,0
1640,لطفا بپرسید پایتخت شش راحله یا همون چو چانگ حضور دارن یا خیر,0
1641,پایتخت شش رو اصفهان پر LINK کم ابی,0
1642,چرا سریال کم درست شده قرار بود بیشتر باشه چرا تو پانزده قسمت بود,-1
1643,تبریک میگم تولد اقای تنابنده را و هم چنین تولد خاتم ریما رامین فر …,1
1644,زن پنجعلی چیشد؟ بائو چی شد تو فصل ۴,0
1645,از آقای تنابنده بپرسید اگه قرار باشه کسی به جز ایشون نقش نقی معمولی را بازی کنه انتخاب ایشون کی بود؟,0
1646,ایا سارا نیکا خارجی هستن,0
1647,چقد خوبه پایتخت,1
1648,سارا نیکا چرا هیچ دیالوگی ندارن؟؟,-1
1649,چرا تو برنانه زنده با لهجه نقی حرف نمیزنن ???,0
1650,باسلام خسته نباشید به همه پایتختی‌ها,0
1651,ارسطو زن میگیره؟؟؟,0
1652,اون تیکه رو چرا سانسور کردن؟,-1
1653,چرا ترکیه و سوریه؟ این همه پتانسیل وجود داشت تو مازندران و داخل کشورمون. مثلا دغدغه‌های بهتاش. یعنی اجبار موسسه اوج بود برن سوریه؟؟ شفاف سازی کنن لطفا.,-1
1654,اون روح آرکان که هی میدی هما قضیش چی بود؟,0
1655,سلام میشه بهشون بگین با خانوم رامین فر قسمت تقلب سارا و نیکا رو که نقی سرشون داد میزنه رو اجرا کنن,-1
1656,اعلم یزید کی بود,1
1657,بپرس دیگهههخ,1
1658,ممنون بابت حضور بازیگران واقعا هنرمند پایتخت,0
1659,سلام میشه بگید حسشون چیه,0
1660,موفق باشن و بیشتر بدرخشن,1
1661,چرا سارا نیکا کم حرف میزنن لطفا بپرسید,-1
1662,میشه از آقای تنابنده بپرسید کی منتظر پایتخت NUM۱ باشیم؟,0
1663,لطف کنید بپرسید خواب هما سعادت در مورد نقی چرا سانسور شد؟؟؟,0
1664,بپرسید چرا سارا و نیکا دیالوگ ندارند و زیاد صحبت نمیکنند,-1
1665,فهیم بدین به رحمت دیگع ,1
1666,چرا دیالوگ‌های سارا نیکا کمه انقدر,-1
1667,هما استقلالی یا پرسپولیسهLINK,0
1668,سلام. لطفا بپرسید اون غول بیابونی توی هواپیما رو چه جوری پیدا کردن؟؟,1
1669,میشه بپرسید از اقای تنابنده که با خندوانه ورامبد جوان اجازه گرفته_بود که شوخی کنه,1
1670,بهشون بگین پایتخت و در غالب سریال ادامه بدن و سینمایی نشه,-1
1671,خانم هما چرا. امیر جعفری تو پایتخت کار نمیکنه,0
1672,ازشون بپرسید الان مخشون درد نگرفته آنقدر به اون داعشب کله کوبیدن من مخم درد گرفت,0
1673,تا پایتخت چند می‌سازن؟,0
1674,با سلام میشه سوال کنید اگه قصه خوب معرفی کنیم استقبال میکنن یا اصلا میشه ایده داد واسه قصه ممنون,-1
1675,مگه تنابنده بزرگ شده اسلامشهر نیست حتما بپرس,0
1676,عه موهاتون کو آقای تنامنده,-1
1677,دلیل استفاده نکردن کامیون تو این قسمت چی بوده؟,0
1678,پایتخت یک سریال ویژه نوروز ی بود چیشد که اینقدر از نوروز فاصله پیدا کرد,-1
1679,از هما بپرسید صحنه‌ای که داعشیا گرفتنشون به دختراش دوگفت حوری چه حسی داشت,0
1680,سارا و نیکا چرا کم دیالوگ دارن,-1
1681,اقای رشیدپور سوال کنید چرا سارا نیکا کم دیالوگ هستن در تمامی فصل‌ها,-1
1682,از اقای تابنده بخواین یتیکه از نقی اجرا کنه,1
1683,میشه بپرسید بازیگران نقش داعش چگونه انتخاب شدن,0
1684,ازشون خواهش کنین پایتخت سینمایی نشه.. ودر غالب سریال ادامه پیدا کنه,0
1685,سلام بایدازمردم خوب مازندران تشکرکردکه برخورد خوبی با سریال داشتن اگر مثل بعضی از اقوام زود ناراحت میشدن مطمئن باشید باشکست روبرو میشد,0
1686,چرا خشاب ندادین به رحمت؟ ,1
1687,لطفا بپرسید چرا اون داعشی‌ها یه تیر نزدن اصن بهتون؟,0
1688,ازشون بپرس چرا موقعی ک توی دریا غرق شدن همشون سالم موندن و روسری هاشون یک وجبم اینور اونور نشد,0
1689,سلام بگین که با حالت نقی صحبت کنه دیگه اقا محسن جان,0
1690,چطور میشه ایده جدید داد به آقای تنابنده در کارهای جدیدشون,0
1691,درباره قسمت اول پایتخت۵میشه یکم توضیح بدین,0
1692,درموردسکانس حذف شده صحبت بشه.,0
1693,نه اتفاقا این اتفاق خوبیه که بسیار جدین در کار و این حرفه … البته که بسیار شوخ و شیرین هم هستند ,1
1694,چرا داعشیه از ده قدمی ماشین آرپیچی رو اشتباه زدن,0
1695,فروردینیا کلا آدمای سخت گیرو سخت پسندین! خیلی ایده آل گران …,0
1696,به آقای تنابنده بگید مگه ساعت و حلقه ارسطو تو دریا گم نشده_بود؟؟؟ چرا بعد از اون سکانس همش دستش بود,0
1697,بگو مثل نقی حرف بزنه,1
1698,من عاشق شخصیت هما هستم و خواهم_بود,1
1699,اقای رشید پور لطفا اجازه بدید اون دوتا صحبت کنن نپرید وسط حرف,-1
1700,ما همه جوره منتظره پایتخت ۶هستیم,0
1701,چرا از تیکه کلامی هایی که مختص کارکتر‌های پایتخت هست استفاده نمیکردن؟؟؟ حذفش کردن چرا؟؟؟,-1
1702,میشه بپورسید چه وقت پایتخت ۶پخش میشه,0
1703,ازشون سکانس حذف شده رو بپرسید؟؟؟,0
1704,قسمت سانسور شده چیا بودن؟,0
1705,تو سری شیشب سارا نیکا یا دیالوگ بدن یا دوتا ادم با استعداد‌تر بزارن,0
1706,عشق فقط نقی با سیبیل,1
1707,واقعا ترکیه رفتن؟؟؟ ,0
1708,سری شیش ماه رمضون سال دیگ هم باشه عید نباشه نیسیم ببینیم سفریم,0
1709,حلقه ارسطو که گم شده_بود بپرسبد چرا دستش بوددد,0
1710,نقی بی سیبیل کیف نمیده بگو سبیل بذاره قشنگ تره,0
1711,صحبت با لهجه نقی لطفااا,0
1712,لطفا بگید اگر مرده حالا بره سوریه ,1
1713,این برنامه تکرار داره,0
1714,سکانس‌های حذف شده؟؟؟,0
1715,هما چجوری اینقدر خوب انگلیسی میحرفید,0
1716,چرا این اسم کوچکشو صدا میزنه,0
1717,بهشون بگین دوباره چشمشون رو اون طوری کنند,1
1718,پایتخت ۶کی می‌سازین,0
1719,خواهشا، انقدر وسط صحبت‌های خانم رامین فر نپرید خیلی بی شخصیتیه که حرفشون رو قطع میکنید,-1
1720,یه دونه پخ کنه,0
1721,LINK میکنم برنامه‌ای درباره اهدا سلولهای بنیادی برای پیوند مغز استخوان که مردم رو اگاه کنید اهدا فقط از طریق خون دادن هست و حتما به سازمان خونها مراجعه کنند جهت نجات بیماران سرطانی و هموفیلی و آلزایمر و ام اس … حتی اقای تابنده برای نقش بابا پنجلی درمان الزایمر رو با این روش پیش ببره … ماهم درگیر این بیماری هستیم.,0
1722,واقعااا ترکیههه رفتننن؟؟؟,0
1723,,0
1724,کرد,0
1725,چرا نمیزارین همای سعادت حرف بزنه ,-1
1726,اقا رشید پور سوال میکنی صبر جواب بدن چقدر میپری تو حرف,-1
1727,به پدر سید مهدی رحمتی هم اشاره LINK,0
1728,حلقه ارسطو گم شوه بوددد,0
1729,ممنونم از آقای طنابنده که در این برنامه از مردم شمال تشکر کردن به خاطر شعور بالاشون,1
1730,میشه بپرسین چه جوری تشنج میکرد؟؟,0
1731,الاغ سانسورا رو سوال کنا,0
1732,واقعااا_ترکیه_رفتن؟؟؟ ,0
1733,بپرسید قول نقش بهتاش به یکی دیگه داده_شد چیشد که عوض شد,0
1734,لطفا بگین پاییتخت NUM۱ رو توی ماه رمضون پخشش کنن بهتره تا عید,0
1735,بگین شخصیت نقی با سیبیل قشنگ تره جذاب‌تر میشه تا اینطوری,0
1736,بشر اونجا چیکار میکنه,0
1737,از هما بپرس اس اس یا پرسپولیسیهm,0
1738,LINK بابا پنجعلی چی شد؟!؟؟؟,0
1739,بشر از کجا اومد,0
1740,میشه قسمت رخسو پخش کنید,0
1741,به هما بگید زمانی که پایتخت تموم میشه دلتون برای دوقولوها تنگ نمیشه؟,0
1742,خانوم رامینفر و آقای تنابنده از کدوم نقش پایتخت بیشتر خوششون میاد؟,0
1743,سانسورااا,0
1744,چرا سارا نیکا کم حرفن؟,-1
1745,از هما بپرسید استقلالی یا پرسپولیسی,0
1746,چرا بالون تومشهدنیوفتاد,0
1747,چرا سارا و نیکا دیالوگ ندارن؟,-1
1748,برای پایتخت بعدی یه نقشی هم به اقای جعفری بدید ,1
1749,از خانوم رامین فر بپرسید استقلالیه؟,0
1750,جفتشون ماهن ب آقای تنابنده بگید توروخداپایتخت۶رو بنویسن,1
1751,سلام میشه از خانم هما بپرسین چرا این قدر در مقابل پدر نقی مهربون جوری که دخترش نشسته وهما کارهاشو میکنه؟,0
1752,تو قسمت اخر پایتخت کسایی ک میخوان ازدواج کنن در پایتخت NUM۱ این اتفاق میفته؟؟؟,1
1753,پایتخت ۶,0
1754,همدانیه,0
1755,سریال پایتخت عالییی بود، ولی یه سوال، دلیل انتخاب این اسم برای سریال چی بود؟,1
1756,در مورد سارا نیکا بپرسید,0
1757,سانسوررر,-1
1758,بگین بازی کنن یه ذره لطفا,0
1759,ب اقای طنابنده بگین همین الان غش کنن,1
1760,سلام به شمارهمه همکارانتون وتبریک عیدیزرگ مبعث پیامبراکرم (ص) ازآقای تنابنده وهمکارانشون خیلی سپاسگزاریم وخسته نباشندواقعالذت بردین ازاین سریال بینظر. ,1
1761,سلام بپرسید در شرایط جنگ آیا استرس فضا به شماهم منتقل شد یا چون فیلم بود براتون عادی بود,0
1762,لطفا تشکر بی نهایت کنید از آقای تابنده فوق‌العاده فوق‌العاده فوق‌العاده فوق‌العاده فوق‌العاده بودن,1
1763,بگو عشقه,1
1764,اقای تنابنده اگر قرار بود به جای نفر دیگه‌ای بازی کنین به جای کی بازی می‌کردین؟,0
1765,واقعا ترکیه رفته بودن؟؟؟,0
1766,لطفا بپرسید چرا میخان سینمایی بسازن؟ سریال خیلی جذابتره,0
1767,سانسور,-1
1768,سانسود,0
1769,خواهشا پایخت NUM۱ بسازید ,1
1770,تشکر ویژه کنید از زحماتشووون,1
1771,سانسورارو سوال کنید دیگه,0
1772,یه بی تربیت ب لهجه نقی بگه,1
1773,بهشون بگین با سیبیل قشنگ‌تر بوده تا اینطوری,0
1774,میشه درباره سوتی‌های فیلم بپرسین؟؟؟,0
1775,سکانس بهتاش در نفر بر خیلی عالی بود خارجی حرف میزنه دوباره پخش کنید,1
1776,یه بی تربیت به لهجه نقی بگه,1
1777,بهتاش و ارسطو راربیارید به برنامه,1
1778,دم شما و مهموناتون گرم محسن خان که خیلی گل … اما خدایش برا هر اجرا NUM۲ میلیون میگیری ولکن اقا ولکن …,1
1779,با سیبیل قشنگ‌تر است بگو سیبیل بزاره,0
1780,از خانوم رامینفر حال اقای جعفری بپرسین بگین رازی هستش با دوری همسرش چند ماه,0
1781,با چی؟,0
1782,۱۳۲۴۳۵ منظورم اینه که اجرا کنن,0
1783,یاشاسین محسن تنابنده,1
1784,اصلا باورم نمیشه کسی با دیسیپرین آقای تنابنده تونسته نقش نقی معمولی رو بازی LINK خیلی جدی هستن تو برنامه آقای LINK نشون دهنده هنر بینظیر ایشون هست.,0
1785,از ایا محسن بپرسید فصل NUM۱ کی ساخته میشه؟,0
1786,این چه کاری بود ی سریال طنز سیاسی نظامی کردی من که خیلی بدم امد از این سریال فقط تا جایی قشنگ بود که وارد جنگ نشده_بود,-1
1787,عالیییبی,1
1788,ایا فیلم سینمایی پایتخت ساخته_می‌شود,0
1789,به اقای تنابنده بگید یه بار بگه ویورره ,1
1790,۱۳۲۴۳۵ ادبو شخصیت خوب چیزیه همیشه سعی کن رعایتش کنی,1
1791,. hsm NUM۲ اگه قرار بود بزارن که سانسور نمیشد ,-1
1792,اقای تنابنده من پیشنهاد میدم که بجای پنجعلی که ازارش به هیشکی نمیرسه هما رو بکشید که از شر غرغراشم راحت میشید,0
1793,تو خوبی,1
1794,آقای تنابنده تولدتون مبارک باشه. هزاران سال سلامت باشید,1
1795,۱۳۲۴۳۵ نیازی ب گفتن شما نیس,-1
1796,چرا از مازندرانی‌ها یه سری ادم بی سواد و بی توجه به علم ساختن؟؟ مازندرانی‌ها ب شدت علم دوستن و باسوادن و ب درس توجه میکنن ولی تو این فیلم برخلاف این حقیقت رو نشون داده و درسری قبلی یک معلم فیزیک بود ک اونم بخاطر قد کوتاهش بهش میگفتن بچه!!! و بهتاش و سارا ونیکا بچهای تنبل و بی توجه ب درس بودن! بااینک تو مازندران اینک باسواد باشی معلم باشی و تحصیل کرده_باشی خیلی بااهمیته و توجه و عزت خاصی بهت LINK انتقاد ماشمالیاس لطفاحتمابهشون بگید,1
1797,امیر جعفری کجاست بیاد بزنه تو دهنت انقدر نخندی,1
1798,سلام بپرسید اون قسمت داعش نترسیدن,1
1799,امروز دیگه حسابی کولاک کردین، استاد محمد اصفهانی اسطوره موسیقی جاتون توی قلب ما ایرانی هاس,1
1800,سلام ازشون سوال نکنید که ایا پایتخت NUM۱ ساخته میشه یا نه؟ بهشون بگید مردم خواهش میکنن که حتما ساخته بشه.,0
1801,سلام اقا بپرسید محسن خان چرا اینجوری صحبت میکنه,0
1802,از اقای تنابنده بپرسید ممکنه امیر جعفری تو قسمتا بعدی پایتخت حضور داشته باشه؟,0
1803,۱۳۴ فیلمه ,-1
1804,بپرسید اون قسمت داعش نترسیدن,0
1805,جای دیگه اورده بودنش اینجوری صحبت نمیکرد,-1
1806,بزار تنابنده حرفشو بزنه آقای رشید پور,-1
1807,منتظر پایتخت NUM۱ هستیم,1
1808,خواهشا اجازه بدین آقای تنابنده حرفشونو بزنن,-1
1809,۵ سری از پایتخت پخش شد ولی بفرمایید که این عباس معصومی رو‌نمیخوان نشونش بدن؟,1
1810,. l. d. n بهرام افشاری عزیزم,1
1811,ریما رامین فر به نقی داده_است؟,0
1812,پایتخت NUM۱ ساخته میشود؟؟؟ ما منتظریم,0
1813,پایتخت NUM۱ بسازید,0
1814,بپرس با محسن بیشتر زندگی کرده تا امیر جعفری ,1
1815,خانوم رامین فر مترجمی زبان دارن؟ چقدر مسلط بودن به زبان تو فیلم,0
1816,لطفا بهشون بگید پایتخت ۶روهم بسازند,0
1817,خانم رامین فر طرفدار پرسپولیس یا استقلال؟,0
1818,فصل بعدی هم خواهد_بود؟,0
1819,. l. d. n ترک همدان,0
1820,لطفا بپرسین اقای تنابنده اهل کجان که اینقدر قشنگ لهجه مازندرانی رو صحبت میکنن,1
1821,بهتاش همدانی هست,0
1822,چرا لهجه مازندرانی رو انتخاب کردن؟,0
1823,سلام میکنم به آقای تنابنده عزیز و خسته نباشید خدمتشون کاش امروز از آقای احمد مهران فر هم دعوت میکردید جاشون کنار اقای تنابنده خالیه سراغ آقای مهران فر و از آقای تنابنده بگیرید,0
1824,سلام لطفا بگید آقای تنابنده اون دیالوگ معروفشونو بگن که در مسابقات کشتی باخته_بود و میگفت من باختم بدم باختم،،،,1
1825,راجع به سانسورا سوال کنید لطفا,0
1826,سلام اقای رشید پور به اقای تنابنده بگید یه تیکه با لهجه گیانی صحبت کنن خیلی جالبه. مرسی,1
1827,امیرکریمی هستم از LINK رشیدپورتور خدا بهشون بگید که دوست داشتنی هستن,1
1828,به آقا تنابنده بگید یه تیکه شمالی حرف بزنه.,0
1829,خیلی خوش اومدین آقای رشیدپور بدون شما و برنامتون صبح‌ها خیلی دلگیر بود و همچنان ادامه بدید لطفا.,1
1830,بگین یه ذره بازی کنن,0
1831,آقای رشید پور از آقای تنابنده بپرسید. فرهنگ و آداب و رسوم مازندرانی رو از چگونه و از کجا تهیه میکنن که اینقدر به واقعیت نزدیکه. آیا از بازیگران اصیل مازندرانی هم استفاده میکنن؟ در صراحت لهجه.,0
1832,خیلی خیلی سریال خوب و پر انرژی ای بود خسته نباشید و امیدوارم پایتخت شش رو بسازید,1
1833,فیلم هندیه دیگه,-1
1834,سلام اقای رشید پور لطفا به اقای تنابنده بگین دستت درد نکنه شما خیلی محبوب ملت ایران هستین خدا حافظ شما وخونواده تون باشه من به شخصه دعا به جان سردار سلیمانی میکنم که ایرانیهارو از دست داعش لعنتی نجات داده وگرنه ما هم مث سوری‌ها وعراقی‌ها میشیدم زنده باد سلیمانی ایران وایرانی لطفا پخشش کن وحشت ان شب پایتخت منوبیاد سلیمانی وزحمتهای بیدریغش انداخت ,1
1835,ما نه تنها پایتخت NUM۱ رو میخوایم بلکه تا فصل NUM۳ می‌خوایم واینکه این سریال و به عنوان NUM۱ ساعت در سینما نمی‌خوایم ما این سریال و می‌خوایم درتلویزیون و در روزهای طولانی‌تر. پایتخت ماله مردمه,-1
1836,. e. g خنگن نمی‌تونن حفظ کنن,-1
1837,سلام و عرض ادب ضمن خوش آمد گویی و تبریک ویژه جهت شروع مجدد برنامه‌ی بی نهایت پر انرژی و بی نظیرتون به بچه‌های حالا خورشید علی الخصوص به آقای رشیدپور با اجرای بسیار زیبا دلنشین و بسیار هنرمندانه شون.. و عرض خدا قوت و خسته نباشید ویژه به برو بچه‌های سریال شیرین پایتخت … خدا قوت و دست مریزا به شما هنرمندان سرزمینم,1
1838,چرا اسم سریال پایتخته,0
1839,آقای رشید پور کمتر با طعنه حرف بزنین,-1
1840,چرا سارا و نیکا کم حرف میزنن,-1
1841,خواهش میکنم پنجعلی نمیزه زنده باشه بهتر حتی با دیالوگ کم بازیش عالی,1
1842,۶۴ _ NUM۵ ,1
1843,انشاالله در فصل جدید موفق باشید.,1
1844,۱۹۹۷,0
1845,بپرسین این قضیه قطار چیبود همش قطار نشون میدادن دم به دقیقه,0
1846,دم همشون گرم تک تک بازیگرای سریال پایتخت. ممنون بابت تلاش زیادشون,1
1847,ما تا فصل NUM۳ می‌خوایم پایتخت و اینکه این سریال مال مردمه و دوست نداریم NUM۱ ساعت در سینما ببینیم ما دوست داریم روزهارا با این سریال زیبا سپری کنیم,1
1848,چرا احمد مهران فر نیاوردین,-1
1849,سلام از آقای تنابنده بپرسید پایتخت NUM۱ ساخته میشه زمان تقریبیش کی هس ممنون,-1
1850,تو رو خدا جواب بدین,-1
1851,احمد مهران فر,0
1852,از ارسطو حرف بزنن اقای نقی,0
1853,بگین بازی کنن,0
1854,۱۴۱۶ کمدی سبک چارلی چاپلین دارن کار میکنن ,1
1855,۶۴ _ NUM۵ موافقم,1
1856,سلام آقای رشید پور خسته نباشید لطف کنید به آقای تنابنده بگید قسمت جنگ رو گذاشتن همراه با ترس بود قشنگتر از فیلم به قوت شام حاتمی کیا بود,0
1857,. l. d. n همدانی,0
1858,ایشاالله پایتخت NUM۱ سریالی باشه نه سینمایی,0
1859,"اون جایی که نقی کله میزنه به داعشیه پخش کنین همون تیکه رووو خیییلی خوب بود,مخم درد گرفت بس منم با هرکله ,,کله تکون دادم با همون شدت ",1
1860,سلام، ضمن عرض ادب و تشکر از برنامه خونتون از آقای تنابنده بپرسید چطور میشه با ایشان همکاری کرد در قصه آینده پایتخت یا کار جدیدشان؟ پیشنهاداتی است که قطعا به بهتر شدن و جذاب شدن قصه کمک خواهد_شد! آدرس صفحه اصلی و راه ارتباط با ایشان را میخواستم,0
1861,اقای تنابنده اهل کجا هستن؟؟,0
1862,۸۵۷۳ خواهش,0
1863,میشه به آقای تنابنده بگید محسن ربیع خواه بازیکن پرسپولیس که تقلید صدای نقی در میارن دیدن یا نه؟,0
1864,بگین با لحجه مازندرانی صحبت کن,0
1865,آقای رشید پور از محسن تنابنده بپرسید که اون پسری که تو سال تحویله NUM۲ قول داد که در نقشه پسر بهبود بازی بکنه چی شد؟ چرا بازی نکرد؟,0
1866,امیرکریمی هستم توروخدا بگید به آقای تنابنده من دوست دارم,1
1867,واقعا داستان اینجوری بود با داعش یا عوض شد,0
1868,بپرسیددد ترک یا کرد یا لره؟؟؟,0
1869,پیشاپیش در گذشت پنجعلی رو تسلیت عرض می‌کنممم … غم اخرتون باشههه,1
1870,لطفا از بازیگرا نخایم تیکه‌های طنز رو بگن بهشون برمیخوره,-1
1871,اسم پایتخت رو و ربطش به سریال رو بپرسید لطفا,0
1872,آقای تنابنده توروخداباباپنجعلی رودرپایتخت NUM۱ هم واقعی داشته باشیدش حیفه,0
1873,هرچه قدر از پایتخت تعریف کنم کمه. از طرف من از آقای تنابنده تشکر کنید,1
1874,میشه بگید ازسریال پایتخت اجرا کنن,0
1875,دستشون دردنکنه، که اینقدرزیبابازی کردن,1
1876,سلام ب همه‌ی پایتختیا خسته نباشید میگم دستمریزاد ,1
1877,بهشون بگید مثل تو پایتخت یکمی صحبت کنند,1
1878,امکان گویش یا لهجه‌های دیگه هم هست وارد پایتخت بشه؟,0
1879,آقای رشیدپور بله رو بابت فصل NUM۱ بگیرید,1
1880,اسم پایتخت رو بپرسید و ربطش رو به سریال,0
1881,واقعا از شما سپاسگزارم بابت برنامه‌ی خوب حالا خورشید و اینکه اگه میشه به آقای تنابنده بفرمایید من و همسرم عاشقشونیم.,1
1882,چجوری وقتی از بالن افتادن تو دریا سر از سوریه دراوردن,0
1883,سلام پسر من NUM۱ سالشه و عاشق پایتخت و بازی اقای تنابنده هستن. الانم دارن با ذوق برنامه رو میبینن لطفا اگه میشه به آقای تنابنده بگید محمدمهدی خیلی دوسش داره و آرزوشه از نزدیک ببینش و همش میگه کاش لحظه‌ی داعش حمله کرد من کمکشون بودم.,1
1884,پشت صحنه رو میشه پخش کنید,0
1885,۱۳۴۹ تو خوبی,1
1886,از سارا و نیکا بپرسید آقای رشید پور,0
1887,اون سکانسی که ارسطو و رحمت مثلا از فیلا زنگ زدن به نقی بسیااار جذاب بود,1
1888,ای خدا,0
1889,با LINK دم همتون LINK نقی جوری بودن که انگار جزیی از خانواده ما هستش و ما هم همون غیرت رو روشون LINK خنده مارو میخندند و کوچکترین گریه شون ما رو هم میگریوند. این یعنی باور کردن LINK,1
1890,چرا قسمت سانسور شده رو نزاشتین؟؟؟,-1
1891,سلام آقای رشیدپور لطفا آقای مهرانفر رو هم به برنامتون دعوت کنید,1
1892,چراا به شهرهای خود استان مازندران نمیان؟ و استفاده از مفاخر استان مازندران؟,-1
1893,لطفا از اقای تنابنده تشکر کنید و بگید ما منتظر پایتخت NUM۱ هستیم لطفا پایتخت تموم نشه ,1
1894,واقعا تو هواپیما بودین؟,0
1895,به تنابنده بگید همون شمالی صحبت کنه,0
1896,سریال کسشری بود,-1
1897,لطف کنید از آقای طنابنده بخواین با اون لهجه که توی سریال صحبت میکردن صحبت کنن ممنون ,1
1898,لطفا بپرسید بیژن توانایی بازی تو پایتخت و NUM۱ و از نظرتون نداشت ? همون که تو پایتخت NUM۱ نقش پسر بهبود و داشت..,0
1899,بهش نمیاد,-1
1900,چرا اسم سریال پایتخت؟؟,0
1901,چرا از NUM۲ شخص فقط NUM۱ تا رو دعوت کردین همشون عالی هستن,1
1902,میشه درباره سوتی‌های فیلم بپرسین؟؟؟ یا سکانس‌های سانسور شده؟؟,0
1903,بدون پنجعلی درفصله بعدی ک دیگه پایتخت مزه نداره ,-1
1904,تبریک میگم مبعث و بگم اقای تنابنده‌ی طناز واقعیه خیلی دوستش دارم,1
1905,بنظرم خوبه که توی پایتخت NUM۱، بالون بیوفته سیستان و بلوچستان … سارا و نیکا توی بیابون درس بخونن و غذا برای خوردن نداشته باشن … یا اینکه اهواز تا سارا و نیکا نتونن نفس بکشن … یا اینکه نقی معمولی نگهبان فروشگاهه و شش ماه حقوق نگرفته باشه … یا مثلا هما سعادت، سرطان بگیره و پول درمان نداشته باشه … یا مثلا بهتاش تا سن NUM۲ سالگی بیکار باشه و معتاد باشه … یا مثلا ارسطو همه پولهاش توی موسسات مالی به باد بره … به این سوژه‌ها هم فکر کنید,1
1906,و,0
1907,توصیه کنید که نقش بابا پنجعلی در قسمت بعدی کمی‌نقشش رو پر رنگ‌تر کنن نه این‌که بکشنش,-1
1908,بگید یه بار بگه ببند,1
1909,با سلام و تشکر از برنامه پرمخاطب شما آقای رشیدپور، از آقای تابنده سوال بفرمایید چرا از جاذبه‌های شیرگاه سکانسی پخش نشد؟ فوق العاده زیباست شیرگاه,0
1910,خسته نباشید بگین به آقای تنابنده و اینکه خیلی ممنون هستیم که بهتاش وارد فیلم کردین لطفا ۶رو هم باشین خیلی ممنون که لبخند میارین رو لبمون,1
1911,ما که با این فصل یاد قصه‌های ژول ورن افتادیم,1
1912,چرا دخترها دیالوگ نداشتن؟؟,-1
1913,بهرام افشاری همدانی هستن؟,0
1914,در روز مبعث، توی برنامه شاد امروزتون، چرا مرتب اخبار سوریه را زیر نویس میکنید؟؟,-1
1915,اقای تنابنده ترفدار کدام تیم اروپایی هستین,0
1916,بپرس دیگه. پایتخت NUM۱ هس؟,0
1917,جناب رشید پور بفرمایین که پایتخت NUM۱ رو قصد ساخت دارن؟,0
1918,. گروه پایتخت فرشته‌اند … چطور میشه ازشون قدر دانی کرد …؟؟؟ اینا بازیگر نیستند … فرشته‌اند … فرشته …,1
1919,ببخشید میشه بهشون بگین مثل نقی حرف بزنن یکم خیلی از حرف زدن نقی معمولی لذت میبرم,1
1920,اگه بشه سکانس تغلب را نشون بدید ممنون,1
1921,پایتخت بعدی کی میاد,0
1922,خداقوت به تیم پایتخت بینظیر مثل LINK اقای تنابنده بابت چندتا موضوع باید تقدیر LINK ادب و احترام و توجه به همسر در تمامی شرایط. دوم حفظ جایگاه و مقام پدر. و حفظ موقعیت و مدیریت خانواده,1
1923,لطفا از آقای تنابنده بپرسید چرا در برنامه دورهمی شرکت نکردن؟,-1
1924,چرا ارسطو رانیوردین؟؟؟ ,-1
1925,پیشاپیش در گذشت پنحعلی رو تسلیت عرض می‌کنممم,1
1926,اقای رشید پور اگه میشع بگین یه ذره اجرا کنن,0
1927,وچرا سارا ونیکا دیالوگ ندارن؟,-1
1928,بگو دوووغتو بنوووش,1
1929,خیلی ممنون از آقا محسن که در قسمت‌های آخر به بیننده نشون داد که مدافعان حرم در سخترین شرایط برای حفظ ناموس و وطنشون جنگیدن که حتی من و امثال مثل من که فقط از طریق تلوزیون نگاه کردیم چه استرسی بهمون وارد شد … ایشاله همیشه موفق باید … میرزایی,1
1930,میشه بپرسید ک برای کارای جدید ایا تست میگیرن یا نه؟,0
1931,. l. d. n تهرانیه,0
1932,گناه داره پنجعلی رو نکشین,-1
1933,بگید یکمی مثل نقی تو پایتخت صحبت کند,1
1934,اون توو پایتخت NUM۱ نقش همسایشون و داشت,0
1935,آقای رشید پور عزیزم من نمی‌دونم با چه زبونی قدر دانی وعلاقه خودمو به شمای عزیز پسر گلم چه کل خانواده پایتخت برسونم به خدا تمام جایزه‌های دنیا براشون کمه که مردمو با این همه گرفتاری پای ص تلویزیون می‌نشونن ومهم‌تر لز همه خنده رو لبهامون می‌نشونن,1
1936,خوشم میاد چجوری داعش رو ترکوندی ,1
1937,پایتخت بعدی کی میاد؟؟؟,0
1938,میشه اون دیالوگ معروف پایتخت NUM۱ رو بگه. من باختم بدم باختم,1
1939,آقای تنابنده جایی هست که دوست داشتن تو سریال ۵اضافه یا حذف میکردن؟,0
1940,سلام لطفا از آقای تنابنده بپرسید برای تماس با ایشان چگونه است برای ارایه طرح پیشنهاد پایتخت NUM۱ با تشکر,0
